"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0022626","CC","GO:0022626","cytosolic ribosome","9/261","118/19880",0.076271186440678,5.80946814728229,6.0436832644809,2.59750002285468e-05,0.000314668574197253,0.000233579701303323,"RPSA/RPS3/RPL12/RPS10/ETF1/RPL18/USP10/RPL27A/RPL29",9
"GO:0001650","CC","GO:0001650","fibrillar center","10/261","150/19880",0.0666666666666667,5.0779054916986,5.78226951216904,2.99291882508295e-05,0.000352499328287547,0.000261661616578889,"EEF1D/PSPC1/TOP1/NOP56/FBL/NOP58/SMARCA4/RAE1/STAG2/GAR1",10
"GO:1905369","CC","GO:1905369","endopeptidase complex","8/261","98/19880",0.0816326530612245,6.21784345922277,5.97238879070433,4.50340700454216e-05,0.000516066099979966,0.000383077864682249,"PSMC1/PSMA7/PSMD4/PSME3/PSMB3/PMPCB/SEC11A/PIGT",8
"GO:0032993","CC","GO:0032993","protein-DNA complex","12/261","240/19880",0.05,3.80842911877395,5.0486752179813,8.34767359356578e-05,0.000931424632545234,0.00069140011204326,"PRKDC/XRCC6/PARP1/RUVBL2/RUVBL1/MCM7/MCM2/TOP1/MCM5/RPRD1B/RPA3/POLR2H",12
"GO:0035145","CC","GO:0035145","exon-exon junction complex","4/261","21/19880",0.19047619047619,14.5083014048531,7.14349571720155,0.00014572727286189,0.00158431701778054,0.00117604465818367,"EIF4A3/THRAP3/ALYREF/MAGOHB",4
"GO:0031080","CC","GO:0031080","nuclear pore outer ring","3/261","10/19880",0.3,22.8505747126437,7.97155446315482,0.000250741988780164,0.00265786508106974,0.00197294354329655,"NUP98/NUP133/NUP160",3
"GO:0031965","CC","GO:0031965","nuclear membrane","13/261","312/19880",0.0416666666666667,3.17369093231162,4.46355569127934,0.000261717818930243,0.00270654524942495,0.00200907902079955,"TPR/LRPPRC/TMPO/XPO1/TMEM43/NUP93/NUP98/NUP133/NUP35/NUP205/RANBP2/TMEM109/SDCBP",13
"GO:0010494","CC","GO:0010494","cytoplasmic stress granule","7/261","96/19880",0.0729166666666667,5.55395913154534,5.15877730523056,0.000273624702467771,0.00276230652015083,0.00205047082801663,"HNRNPK/YBX1/ELAVL1/DDX1/RBM4/CAPRIN1/DDX19B",7
"GO:0005682","CC","GO:0005682","U5 snRNP","4/261","25/19880",0.16,12.1869731800766,6.45545328158752,0.00029555575773008,0.00291431723901288,0.00216330897334869,"SNRNP200/SNRPD3/SNRPD1/SNRPE",4
"GO:0042555","CC","GO:0042555","MCM complex","3/261","11/19880",0.272727272727273,20.773249738767,7.5659850048164,0.000341428505656277,0.0032170152532947,0.00238800288166612,"MCM7/MCM2/MCM5",3
"GO:0071162","CC","GO:0071162","CMG complex","3/261","11/19880",0.272727272727273,20.773249738767,7.5659850048164,0.000341428505656277,0.0032170152532947,0.00238800288166612,"MCM7/MCM2/MCM5",3
"GO:0009295","CC","GO:0009295","nucleoid","5/261","49/19880",0.102040816326531,7.77230432402846,5.47445997955428,0.000446626768003586,0.00382302424399874,0.00283784570247175,"HSPA9/HADHA/HSD17B10/LRPPRC/SHMT2",5
"GO:0042645","CC","GO:0042645","mitochondrial nucleoid","5/261","49/19880",0.102040816326531,7.77230432402846,5.47445997955428,0.000446626768003586,0.00382302424399874,0.00283784570247175,"HSPA9/HADHA/HSD17B10/LRPPRC/SHMT2",5
"GO:0000346","CC","GO:0000346","transcription export complex","3/261","12/19880",0.25,19.0421455938697,7.21075628879424,0.000450828330660228,0.00382302424399874,0.00283784570247175,"DDX39B/ALYREF/SARNP",3
"GO:0071006","CC","GO:0071006","U2-type catalytic step 1 spliceosome","3/261","12/19880",0.25,19.0421455938697,7.21075628879424,0.000450828330660228,0.00382302424399874,0.00283784570247175,"SNRNP200/EIF4A3/MAGOHB",3
"GO:0071012","CC","GO:0071012","catalytic step 1 spliceosome","3/261","12/19880",0.25,19.0421455938697,7.21075628879424,0.000450828330660228,0.00382302424399874,0.00283784570247175,"SNRNP200/EIF4A3/MAGOHB",3
"GO:0005732","CC","GO:0005732","sno(s)RNA-containing ribonucleoprotein complex","4/261","28/19880",0.142857142857143,10.8812260536398,6.03485450551571,0.000463817087520055,0.00385604794330399,0.00286235932236319,"NOP56/FBL/NOP58/GAR1",4
"GO:0000812","CC","GO:0000812","Swr1 complex","3/261","13/19880",0.230769230769231,17.5773651635721,6.89604554843984,0.000580403359953214,0.00455724119666968,0.00338285778998072,"RUVBL2/RUVBL1/ANP32E",3
"GO:0031261","CC","GO:0031261","DNA replication preinitiation complex","3/261","13/19880",0.230769230769231,17.5773651635721,6.89604554843984,0.000580403359953214,0.00455724119666968,0.00338285778998072,"MCM7/MCM2/MCM5",3
"GO:0042405","CC","GO:0042405","nuclear inclusion body","3/261","13/19880",0.230769230769231,17.5773651635721,6.89604554843984,0.000580403359953214,0.00455724119666968,0.00338285778998072,"TPR/NUP98/RANBP2",3
"GO:0072686","CC","GO:0072686","mitotic spindle","9/261","182/19880",0.0494505494505494,3.76657824933687,4.32460725533073,0.000694571449728445,0.00535451444881565,0.0039746768128001,"TUBB/NUMA1/HNRNPU/TPR/RPS3/RCC2/GOLGA2/RAE1/STAG2",9
"GO:0008250","CC","GO:0008250","oligosaccharyltransferase complex","3/261","14/19880",0.214285714285714,16.3218390804598,6.61452688496769,0.000731548830707731,0.00544169656526452,0.00403939243548682,"RPN2/RPN1/DDOST",3
"GO:1990023","CC","GO:1990023","mitotic spindle midzone","3/261","14/19880",0.214285714285714,16.3218390804598,6.61452688496769,0.000731548830707731,0.00544169656526452,0.00403939243548682,"NUMA1/HNRNPU/RCC2",3
"GO:0005685","CC","GO:0005685","U1 snRNP","4/261","33/19880",0.121212121212121,9.23255543945199,5.45912810960127,0.000880480507427411,0.00643661612326245,0.00477792507660246,"SNRPD3/LUC7L3/SNRPD1/SNRPE",4
"GO:0005840","CC","GO:0005840","ribosome","10/261","244/19880",0.040983606557377,3.12166321210979,3.84612977977238,0.00149872256835221,0.0107591140295427,0.00798653201299219,"RPSA/APEX1/RPS3/RPL12/RPS10/ETF1/RPL18/USP10/RPL27A/RPL29",10
"GO:0000502","CC","GO:0000502","proteasome complex","5/261","64/19880",0.078125,5.95067049808429,4.57535818826345,0.00152251613625604,0.0107591140295427,0.00798653201299219,"PSMC1/PSMA7/PSMD4/PSME3/PSMB3",5
"GO:0071004","CC","GO:0071004","U2-type prespliceosome","3/261","18/19880",0.166666666666667,12.6947637292465,5.72526117136147,0.00157750701811006,0.0107881125109462,0.00800805769804598,"U2AF2/SF3A1/LUC7L3",3
"GO:0071010","CC","GO:0071010","prespliceosome","3/261","18/19880",0.166666666666667,12.6947637292465,5.72526117136147,0.00157750701811006,0.0107881125109462,0.00800805769804598,"U2AF2/SF3A1/LUC7L3",3
"GO:0034719","CC","GO:0034719","SMN-Sm protein complex","3/261","19/19880",0.157894736842105,12.0266182698125,5.54622739572152,0.00185522463144754,0.0124859562497422,0.00926837368091588,"SNRPD3/SNRPD1/SNRPE",3
"GO:0005793","CC","GO:0005793","endoplasmic reticulum-Golgi intermediate compartment","7/261","136/19880",0.0514705882352941,3.92044173991436,3.94166323723987,0.00215320296946953,0.0141001711921169,0.0104666116843172,"SERPINH1/PDIA6/HMGB1/COPB1/SEC22B/GOLGA2/TMED9",7
"GO:0120293","CC","GO:0120293","dynein axonemal particle","3/261","20/19880",0.15,11.4252873563218,5.38012662399976,0.00216158284784811,0.0141001711921169,0.0104666116843172,"RUVBL2/RUVBL1/DNAAF5",3
"GO:1990391","CC","GO:1990391","DNA repair complex","3/261","23/19880",0.130434782608696,9.93503248375812,4.94518248960547,0.00326200744408399,0.0209559266104789,0.0155556654829523,"PRKDC/XRCC6/TP53BP1",3
"GO:0022624","CC","GO:0022624","proteasome accessory complex","3/261","25/19880",0.12,9.14022988505747,4.69732722859814,0.00415534936851717,0.0259220685260431,0.0192420518601959,"PSMC1/PSMD4/PSME3",3
"GO:0005925","CC","GO:0005925","focal adhesion","13/261","424/19880",0.0306603773584906,2.33535747849346,3.2057730928753,0.00415731287681824,0.0259220685260431,0.0192420518601959,"FLNA/HNRNPK/HSPA9/CTNNA1/PCBP2/PPP1CC/RPS3/PFN1/ZYX/RPL12/RPS10/RPL18/SDCBP",13
"GO:0140534","CC","GO:0140534","endoplasmic reticulum protein-containing complex","6/261","118/19880",0.0508474576271186,3.87297876485486,3.61024819140843,0.0046854409398207,0.0287916950504924,0.0213721867430418,"RPN2/PDIA6/RPN1/DDOST/SEC11A/PIGT",6
"GO:0030055","CC","GO:0030055","cell-substrate junction","13/261","434/19880",0.0299539170506912,2.28154739834384,3.11346138911462,0.00504070797233695,0.0305322882895838,0.0226642358455451,"FLNA/HNRNPK/HSPA9/CTNNA1/PCBP2/PPP1CC/RPS3/PFN1/ZYX/RPL12/RPS10/RPL18/SDCBP",13
"GO:0097346","CC","GO:0097346","INO80-type complex","3/261","27/19880",0.111111111111111,8.46317581949766,4.47580926231005,0.00518358188751858,0.0309554749339138,0.0229783689305864,"RUVBL2/RUVBL1/ANP32E",3
"GO:1904813","CC","GO:1904813","ficolin-1-rich granule lumen","6/261","124/19880",0.0483870967741935,3.68557656655543,3.46001482432016,0.00595192412269573,0.0350502198336526,0.0260179139281582,"XRCC6/IDH1/ILF2/GSTP1/HMGB1/GLB1",6
"GO:0022625","CC","GO:0022625","cytosolic large ribosomal subunit","4/261","57/19880",0.0701754385964912,5.3451636754722,3.78911655486462,0.006650393269839,0.0386269417316676,0.0286729284453044,"RPL12/RPL18/RPL27A/RPL29",4
"GO:0005791","CC","GO:0005791","rough endoplasmic reticulum","4/261","58/19880",0.0689655172413793,5.25300568106751,3.74123777426136,0.00707077937043742,0.0405136547711549,0.0300734428415475,"UBA1/CKAP4/RPN1/RPL18",4
"GO:0008278","CC","GO:0008278","cohesin complex","2/261","10/19880",0.2,15.2337164750958,5.19276255139754,0.00720804349583944,0.0407494725631456,0.0302484913018385,"RAD21/STAG2",2
"GO:0071339","CC","GO:0071339","MLL1 complex","3/261","31/19880",0.0967741935483871,7.37115313311086,4.09457340821909,0.00766506719756557,0.0425412419866387,0.0315785286842229,"RUVBL2/RUVBL1/PELP1",3
"GO:0090734","CC","GO:0090734","site of DNA damage","6/261","131/19880",0.0458015267175573,3.48863736070896,3.2961259359473,0.00772565007776222,0.0425412419866387,0.0315785286842229,"PARP1/DDB1/TP53BP1/CHD4/FH/RPA3",6
"GO:0070603","CC","GO:0070603","SWI/SNF superfamily-type complex","5/261","95/19880",0.0526315789473684,4.00887275660415,3.3906009889645,0.00834135650697838,0.0449608232790962,0.0333745932483857,"RUVBL2/RUVBL1/CHD4/SMARCA4/ANP32E",5
"GO:0044665","CC","GO:0044665","MLL1/2 complex","3/261","32/19880",0.09375,7.14080459770115,4.00978400098593,0.00837713452605802,0.0449608232790962,0.0333745932483857,"RUVBL2/RUVBL1/PELP1",3
"GO:0017056","MF","GO:0017056","structural constituent of nuclear pore","9/260","25/18639",0.36,25.8078461538462,14.7626593442006,2.92776323909681e-11,1.59855872854686e-08,1.27588840103798e-08,"TPR/NUP93/NUP98/NUP214/NUP133/NUP88/NUP35/NUP205/NUP160",9
"GO:0004386","MF","GO:0004386","helicase activity","17/260","155/18639",0.109677419354839,7.86260545905707,10.2042781779989,5.94177854708314e-11,1.6221055433537e-08,1.29468227289075e-08,"DHX9/SNRNP200/XRCC6/DDX17/RUVBL2/DDX39B/DDX5/DHX15/RUVBL1/MCM7/DDX1/EIF4A3/CHD4/MCM2/SMARCA4/DDX19B/MCM5",17
"GO:0003697","MF","GO:0003697","single-stranded DNA binding","15/260","121/18639",0.12396694214876,8.88699936427209,10.3522044363683,1.42269369470826e-10,2.58930252436903e-08,2.06664978810252e-08,"HNRNPA2B1/DHX9/HNRNPU/LRPPRC/PCBP2/HMGB1/YBX1/MCM7/SUB1/PCBP3/MCM2/TOP1/MCM5/RPA3/POLR2H",15
"GO:0140658","MF","GO:0140658","ATP-dependent chromatin remodeler activity","16/260","158/18639",0.10126582278481,7.25959104186952,9.39803718646493,7.28328889751965e-10,9.94168934511433e-08,7.93495158835036e-08,"DHX9/SNRNP200/DDX17/RUVBL2/DDX39B/DDX5/DHX15/RUVBL1/MCM7/DDX1/EIF4A3/CHD4/MCM2/SMARCA4/DDX19B/MCM5",16
"GO:0008094","MF","GO:0008094","ATP-dependent activity, acting on DNA","18/260","210/18639",0.0857142857142857,6.14472527472527,8.91756615422996,9.49870938328727e-10,1.03725906465497e-07,8.27887512564406e-08,"DHX9/SNRNP200/XRCC6/DDX17/RUVBL2/DDX39B/DDX5/DHX15/RUVBL1/MCM7/DDX1/EIF4A3/CHD4/MCM2/TOP2B/SMARCA4/DDX19B/MCM5",18
"GO:0140713","MF","GO:0140713","histone chaperone activity","16/260","164/18639",0.0975609756097561,6.99399624765478,9.17004688230184,1.26437019285581e-09,1.15057687549879e-07,9.18332034811061e-08,"DHX9/SNRNP200/DDX17/RUVBL2/DDX39B/DDX5/DHX15/RUVBL1/MCM7/DDX1/EIF4A3/CHD4/MCM2/DDX19B/MCM5/ANP32E",16
"GO:0140097","MF","GO:0140097","catalytic activity, acting on DNA","22/260","336/18639",0.0654761904761905,4.69388736263736,8.12676190338513,2.12632030375693e-09,1.50692675956537e-07,1.20275241654147e-07,"DHX9/SNRNP200/XRCC6/DDX17/RUVBL2/DDX39B/DDX5/DHX15/APEX1/RUVBL1/RPS3/MCM7/DDX1/EIF4A3/CHD4/MCM2/TOP1/TOP2B/SMARCA4/DDX19B/FEN1/MCM5",22
"GO:0000510","MF","GO:0000510","H3-H4 histone complex chaperone activity","15/260","151/18639",0.0993377483443709,7.1213703515028,8.98292041308066,3.27420912483364e-09,1.50692675956537e-07,1.20275241654147e-07,"DHX9/SNRNP200/DDX17/RUVBL2/DDX39B/DDX5/DHX15/RUVBL1/MCM7/DDX1/EIF4A3/CHD4/MCM2/DDX19B/MCM5",15
"GO:0140584","MF","GO:0140584","chromatin extrusion motor activity","15/260","151/18639",0.0993377483443709,7.1213703515028,8.98292041308066,3.27420912483364e-09,1.50692675956537e-07,1.20275241654147e-07,"DHX9/SNRNP200/DDX17/RUVBL2/DDX39B/DDX5/DHX15/RUVBL1/MCM7/DDX1/EIF4A3/CHD4/MCM2/DDX19B/MCM5",15
"GO:0140665","MF","GO:0140665","ATP-dependent H3-H4 histone complex chaperone activity","15/260","151/18639",0.0993377483443709,7.1213703515028,8.98292041308066,3.27420912483364e-09,1.50692675956537e-07,1.20275241654147e-07,"DHX9/SNRNP200/DDX17/RUVBL2/DDX39B/DDX5/DHX15/RUVBL1/MCM7/DDX1/EIF4A3/CHD4/MCM2/DDX19B/MCM5",15
"GO:0140849","MF","GO:0140849","ATP-dependent H2AZ histone chaperone activity","15/260","151/18639",0.0993377483443709,7.1213703515028,8.98292041308066,3.27420912483364e-09,1.50692675956537e-07,1.20275241654147e-07,"DHX9/SNRNP200/DDX17/RUVBL2/DDX39B/DDX5/DHX15/RUVBL1/MCM7/DDX1/EIF4A3/CHD4/MCM2/DDX19B/MCM5",15
"GO:0015616","MF","GO:0015616","DNA translocase activity","15/260","152/18639",0.0986842105263158,7.07451923076923,8.9438781424876,3.58792085610802e-09,1.50692675956537e-07,1.20275241654147e-07,"DHX9/SNRNP200/DDX17/RUVBL2/DDX39B/DDX5/DHX15/RUVBL1/MCM7/DDX1/EIF4A3/CHD4/MCM2/DDX19B/MCM5",15
"GO:0140674","MF","GO:0140674","ATP-dependent histone chaperone activity","15/260","152/18639",0.0986842105263158,7.07451923076923,8.9438781424876,3.58792085610802e-09,1.50692675956537e-07,1.20275241654147e-07,"DHX9/SNRNP200/DDX17/RUVBL2/DDX39B/DDX5/DHX15/RUVBL1/MCM7/DDX1/EIF4A3/CHD4/MCM2/DDX19B/MCM5",15
"GO:0061775","MF","GO:0061775","cohesin loader activity","15/260","153/18639",0.0980392156862745,7.02828054298643,8.90518784983241,3.92887915939275e-09,1.53226287216317e-07,1.22297441502902e-07,"DHX9/SNRNP200/DDX17/RUVBL2/DDX39B/DDX5/DHX15/RUVBL1/MCM7/DDX1/EIF4A3/CHD4/MCM2/DDX19B/MCM5",15
"GO:0003689","MF","GO:0003689","DNA clamp loader activity","15/260","160/18639",0.09375,6.72079326923077,8.64375406042929,7.27609809281191e-09,2.64849970578353e-07,2.11389797222746e-07,"DHX9/SNRNP200/DDX17/RUVBL2/DDX39B/DDX5/DHX15/RUVBL1/MCM7/DDX1/EIF4A3/CHD4/MCM2/DDX19B/MCM5",15
"GO:0140597","MF","GO:0140597","protein carrier chaperone","16/260","188/18639",0.0851063829787234,6.10114566284779,8.36107432293622,9.21847534137595e-09,3.14580471024454e-07,2.51082157324319e-07,"DHX9/SNRNP200/DDX17/RUVBL2/DDX39B/DDX5/DHX15/RUVBL1/MCM7/DDX1/EIF4A3/CHD4/MCM2/DDX19B/MCM5/ANP32E",16
"GO:0140104","MF","GO:0140104","molecular carrier activity","18/260","249/18639",0.072289156626506,5.1822984244671,7.9022218132194,1.41655928901602e-08,4.54965512825146e-07,3.6313036882516e-07,"DHX9/SNRNP200/DDX17/RUVBL2/DDX39B/DDX5/DHX15/RUVBL1/MCM7/XPO1/DDX1/EIF4A3/CHD4/MCM2/DDX19B/MCM5/ANP32E/NUP214",18
"GO:0001098","MF","GO:0001098","basal transcription machinery binding","9/260","60/18639",0.15,10.7532692307692,8.99994922616487,1.38385866360316e-07,3.97677279119645e-06,3.17405809823661e-06,"DHX9/HNRNPU/RUVBL2/RUVBL1/CCAR2/FBL/NOP58/RPRD1B/ZNF326",9
"GO:0001099","MF","GO:0001099","basal RNA polymerase II transcription machinery binding","9/260","60/18639",0.15,10.7532692307692,8.99994922616487,1.38385866360316e-07,3.97677279119645e-06,3.17405809823661e-06,"DHX9/HNRNPU/RUVBL2/RUVBL1/CCAR2/FBL/NOP58/RPRD1B/ZNF326",9
"GO:0045296","MF","GO:0045296","cadherin binding","19/260","334/18639",0.0568862275449102,4.07808613542146,6.75141064774762,2.51567247559531e-07,6.8677858583752e-06,5.48151792050768e-06,"FLNA/HNRNPK/IDH1/CTNNA1/SCRIB/TMPO/RUVBL1/PFN1/EEF1D/HDLBP/ARHGAP1/PUF60/EIF4H/NOP56/SNX5/RPL29/GOLGA2/BZW2/EPS15L1",19
"GO:0017069","MF","GO:0017069","snRNA binding","8/260","54/18639",0.148148148148148,10.6205128205128,8.42052575795094,7.69148240999762e-07,1.99978542659938e-05,1.59612717681154e-05,"HNRNPU/DDX39B/SF3B3/EFTUD2/SART3/SNRPD3/SNRPA1/PRPF4",8
"GO:0003684","MF","GO:0003684","damaged DNA binding","9/260","74/18639",0.121621621621622,8.71886694386694,7.91311225424377,8.72894162545861e-07,2.16636460340927e-05,1.72908221671764e-05,"XRCC6/PARP1/HMGB1/DDB1/APEX1/RPS3/TP53BP1/FEN1/RPA3",9
"GO:0003724","MF","GO:0003724","RNA helicase activity","9/260","77/18639",0.116883116883117,8.37917082917083,7.71730974615279,1.22855128655292e-06,2.91647392372997e-05,2.32778138504763e-05,"DHX9/SNRNP200/DDX17/DDX39B/DDX5/DHX15/DDX1/EIF4A3/DDX19B",9
"GO:0061980","MF","GO:0061980","regulatory RNA binding","8/260","58/18639",0.137931034482759,9.88806366047745,8.06328481626134,1.35038659498065e-06,3.07212950358098e-05,2.45201776457013e-05,"HNRNPA2B1/DHX9/HNRNPU/YBX1/ELAVL1/RBM4/RBM10/PIWIL4",8
"GO:0008186","MF","GO:0008186","ATP-dependent activity, acting on RNA","9/260","79/18639",0.113924050632911,8.16703992210321,7.5925869144013,1.52979367852651e-06,3.34106939390189e-05,2.666671928042e-05,"DHX9/SNRNP200/DDX17/DDX39B/DDX5/DHX15/DDX1/EIF4A3/DDX19B",9
"GO:0016887","MF","GO:0016887","ATP hydrolysis activity","20/260","417/18639",0.0479616306954436,3.43829551743221,5.98937817056332,1.77049208807203e-06,3.71803338495127e-05,2.96754544316527e-05,"DHX9/HSPA9/SNRNP200/XRCC6/DDX17/RUVBL2/DDX39B/DDX5/DHX15/RUVBL1/MCM7/DDX1/EIF4A3/CHD4/TRAP1/PSMC1/MCM2/ATP13A1/DDX19B/MCM5",20
"GO:1990518","MF","GO:1990518","single-stranded 3'-5' DNA helicase activity","7/260","47/18639",0.148936170212766,10.6770049099836,7.9004571845671,3.70281153002074e-06,7.48790776070861e-05,5.97646773266506e-05,"DHX9/RUVBL2/RUVBL1/MCM7/CHD4/MCM2/MCM5",7
"GO:0003727","MF","GO:0003727","single-stranded RNA binding","9/260","89/18639",0.101123595505618,7.24939498703544,7.02888454674618,4.18524755968412e-06,8.06537276823474e-05,6.43737097753843e-05,"DHX9/HNRNPU/HNRNPH1/HNRNPC/DDX1/EIF4A3/U2AF2/EIF4H/MSI2",9
"GO:0043138","MF","GO:0043138","3'-5' DNA helicase activity","7/260","48/18639",0.145833333333333,10.4545673076923,7.80074874718649,4.28380604906241e-06,8.06537276823474e-05,6.43737097753843e-05,"DHX9/RUVBL2/RUVBL1/MCM7/CHD4/MCM2/MCM5",7
"GO:0001094","MF","GO:0001094","TFIID-class transcription factor complex binding","4/260","10/18639",0.4,28.6753846153846,10.4117632102885,7.27325683569535e-06,0.00013063218509522,0.000104263976536382,"RUVBL2/RUVBL1/FBL/NOP58",4
"GO:0043021","MF","GO:0043021","ribonucleoprotein complex binding","12/260","177/18639",0.0677966101694915,4.86023468057366,6.13742724370598,7.41684567390444e-06,0.00013063218509522,0.000104263976536382,"DHX9/HNRNPU/DDX5/RPSA/EIF4A3/EIF4H/RBM39/TOP2B/ETF1/SNRPD1/EEFSEC/EIF3K",12
"GO:0003678","MF","GO:0003678","DNA helicase activity","8/260","74/18639",0.108108108108108,7.75010395010395,6.91997033676392,8.76072328093544e-06,0.000149479840980961,0.000119307218365371,"DHX9/XRCC6/RUVBL2/RUVBL1/MCM7/CHD4/MCM2/MCM5",8
"GO:0003725","MF","GO:0003725","double-stranded RNA binding","8/260","75/18639",0.106666666666667,7.64676923076923,6.86010623788534,9.68976928481898e-06,0.000160321637257914,0.000127960589598566,"DHX9/HNRNPU/ILF2/DHX15/ELAVL1/DDX1/TFRC/EIF4H",8
"GO:0017116","MF","GO:0017116","single-stranded DNA helicase activity","7/260","58/18639",0.120689655172414,8.65205570291777,6.94197374360484,1.55357209054035e-05,0.000249485400422069,0.000199126577549135,"DHX9/RUVBL2/RUVBL1/MCM7/CHD4/MCM2/MCM5",7
"GO:0001091","MF","GO:0001091","RNA polymerase II general transcription initiation factor binding","5/260","24/18639",0.208333333333333,14.9350961538462,8.12473975904516,1.73868889786337e-05,0.000271235468066686,0.000216486377057274,"HNRNPU/RUVBL2/RUVBL1/FBL/NOP58",5
"GO:0000774","MF","GO:0000774","adenyl-nucleotide exchange factor activity","4/260","15/18639",0.266666666666667,19.1169230769231,8.34870233924802,4.4743210871601e-05,0.000664248950243465,0.00053016978099247,"HSPA4/PFN1/CCAR2/HSPBP1",4
"GO:0106222","MF","GO:0106222","lncRNA binding","5/260","29/18639",0.172413793103448,12.3600795755968,7.28169651828578,4.58872644458529e-05,0.000664248950243465,0.00053016978099247,"HNRNPU/PCBP2/ELAVL1/SUGT1/RAD21",5
"GO:0061749","MF","GO:0061749","forked DNA-dependent helicase activity","6/260","47/18639",0.127659574468085,9.15171849427169,6.65518965255399,4.62297804198748e-05,0.000664248950243465,0.00053016978099247,"RUVBL2/RUVBL1/MCM7/CHD4/MCM2/MCM5",6
"GO:0009378","MF","GO:0009378","four-way junction helicase activity","6/260","48/18639",0.125,8.96105769230769,6.56848788511154,5.2222062472848e-05,0.000712831152754376,0.00056894562799366,"RUVBL2/RUVBL1/MCM7/CHD4/MCM2/MCM5",6
"GO:0036121","MF","GO:0036121","double-stranded DNA helicase activity","6/260","48/18639",0.125,8.96105769230769,6.56848788511154,5.2222062472848e-05,0.000712831152754376,0.00056894562799366,"RUVBL2/RUVBL1/MCM7/CHD4/MCM2/MCM5",6
"GO:0008187","MF","GO:0008187","poly-pyrimidine tract binding","5/260","30/18639",0.166666666666667,11.9480769230769,7.13776652887451,5.44411878245623e-05,0.000724997281761244,0.000578656014361201,"HNRNPU/HNRNPH1/HNRNPC/U2AF2/MSI2",5
"GO:0140098","MF","GO:0140098","catalytic activity, acting on RNA","16/260","387/18639",0.041343669250646,2.96386404293381,4.64341029386007,0.000114482317120617,0.00148827012256802,0.00118786163628911,"DHX9/SNRNP200/DDX17/DDX39B/DDX5/DHX15/APEX1/DDX1/EIF4A3/ETF1/FBL/DDX19B/FEN1/POLR2A/SARS2/PIWIL4",16
"GO:0000993","MF","GO:0000993","RNA polymerase II complex binding","5/260","36/18639",0.138888888888889,9.95673076923077,6.39785902187808,0.000134519052382101,0.00170807913024715,0.00136330202414174,"DHX9/HNRNPU/CCAR2/RPRD1B/ZNF326",5
"GO:0008135","MF","GO:0008135","translation factor activity, RNA binding","7/260","83/18639",0.0843373493975904,6.04601482854495,5.47987655802329,0.000159590669233177,0.00198037512275715,0.00158063485795539,"EEF1D/EIF4H/ETF1/EIF3F/EIF5B/EEFSEC/EIF3K",7
"GO:0180051","MF","GO:0180051","translation factor activity","7/260","84/18639",0.0833333333333333,5.97403846153846,5.43430102197474,0.000172055620362789,0.00207812392392292,0.00165865298728377,"EEF1D/EIF4H/ETF1/EIF3F/EIF5B/EEFSEC/EIF3K",7
"GO:0042162","MF","GO:0042162","telomeric DNA binding","5/260","38/18639",0.131578947368421,9.43269230769231,6.18892606934678,0.00017508003754662,0.00207812392392292,0.00165865298728377,"HNRNPA2B1/XRCC6/NCL/APEX1/TP53BP1",5
"GO:0003712","MF","GO:0003712","transcription coregulator activity","18/260","495/18639",0.0363636363636364,2.60685314685315,4.30960689428621,0.000215608076230723,0.00247406795013174,0.00197467540264997,"DHX9/HNRNPU/TRIM28/DDX17/RUVBL2/HMGB1/APEX1/RUVBL1/DDX1/TP53BP1/CHD4/THRAP3/SUB1/NACA/SMARCA4/NUP98/IRF2BP2/CTBP2",18
"GO:0070034","MF","GO:0070034","telomerase RNA binding","4/260","22/18639",0.181818181818182,13.0342657342657,6.71740413016645,0.000222031739114387,0.00247406795013174,0.00197467540264997,"HNRNPU/HNRNPC/SNRPD3/GAR1",4
"GO:0140517","MF","GO:0140517","protein-RNA adaptor activity","4/260","22/18639",0.181818181818182,13.0342657342657,6.71740413016645,0.000222031739114387,0.00247406795013174,0.00197467540264997,"HNRNPA2B1/HNRNPC/YBX1/ALYREF",4
"GO:0003713","MF","GO:0003713","transcription coactivator activity","12/260","256/18639",0.046875,3.36039663461538,4.52295393520534,0.000265760751446372,0.00290210740579439,0.0023163147599747,"DHX9/TRIM28/DDX17/HMGB1/APEX1/RUVBL1/THRAP3/SUB1/NACA/SMARCA4/NUP98/CTBP2",12
"GO:0035198","MF","GO:0035198","miRNA binding","5/260","42/18639",0.119047619047619,8.53434065934066,5.81398411780427,0.000283546828952906,0.00297724170400552,0.00237628314142719,"HNRNPA2B1/YBX1/ELAVL1/RBM4/RBM10",5
"GO:0043175","MF","GO:0043175","RNA polymerase core enzyme binding","5/260","42/18639",0.119047619047619,8.53434065934066,5.81398411780427,0.000283546828952906,0.00297724170400552,0.00237628314142719,"DHX9/HNRNPU/CCAR2/RPRD1B/ZNF326",5
"GO:0051082","MF","GO:0051082","unfolded protein binding","8/260","121/18639",0.0661157024793388,4.73973299427845,4.90864506336564,0.000298027981112445,0.00307025052240368,0.00245051805721057,"HSPA9/SERPINH1/RUVBL2/TRAP1/CCAR2/NACA/SRSF10/TOMM20",8
